Время,X,Y,Z,Курс,Целевой_курс,Расстояние,Мощность_0,Мощность_1,Мощность_2,Мощность_3,Номер_точки
4.38690185546875e-05,0.0,0.0,0.7893101572990417,-7.736620233345093e-08,-7.736620233345093e-08,0.0,22,22,-16,-16,0
1.0372867584228516,-3.403600583545936e-11,0.014832273292541503,0.891543447971344,-2.9277171620378795e-07,-2.9277171620378795e-07,0.014832273292541503,22,22,-8,-8,0
2.0765397548675537,-2.1359586834484698e-10,0.029897229719161984,0.9858281016349792,-1.3481293308359454e-06,-1.3481293308359454e-06,0.029897229719161984,23,23,-1,-1,0
3.109876871109009,-6.436078169993212e-10,0.04534427227973936,1.0524438619613647,-2.7107403184345458e-06,-2.7107403184345458e-06,0.04534427227973937,23,23,4,4,0
4.14250111579895,-1.6069552662633806e-09,0.061249263834953264,1.0728163719177246,-4.6497798393829726e-06,-4.6497798393829726e-06,0.061249263834953285,24,24,5,5,1
5.175871849060059,0.00265861692717192,0.08554455607048388,1.0612096786499023,17.81157875061035,102.14988899419892,0.40644562462342254,66,10,4,4,1
6.206403970718384,0.018481179952841764,0.1045180118252883,1.0417436361312866,60.46571350097656,105.32043551194026,0.39557631987530173,65,9,3,3,1
7.239438056945801,0.042499697437486446,0.10595746987177662,1.0325796604156494,107.92511749267578,106.5089955323591,0.37287189724343295,35,38,2,2,1
8.268574953079224,0.06336758790742611,0.09419404877376077,1.0367214679718018,122.82393646240234,105.63229854610303,0.34956244033885864,22,49,2,2,1
9.311675786972046,0.08477881346311235,0.08398228392880483,1.0459102392196655,108.16646575927734,104.91840081824067,0.3262168304297339,32,37,3,3,1
10.350291967391968,0.10733934171165599,0.07917426420016942,1.054334282875061,99.21442413330078,105.13801640619486,0.3031811752424697,38,29,4,4,1
11.375815868377686,0.12912775662537296,0.07513365865464317,1.0581597089767456,102.71382141113281,105.50277676188472,0.2810993399025256,35,31,4,4,1
12.414153814315796,0.15021149100082304,0.0693530692489915,1.0578299760818481,106.91464233398438,105.51716282118214,0.2592376273658732,31,33,4,4,1
13.445128917694092,0.17041144645091896,0.06311306180053441,1.0550040006637573,106.96641540527344,105.37073142488093,0.2381053600627196,30,32,4,4,1
14.475517988204956,0.19013343547767803,0.05729999372836117,1.0524265766143799,106.15792846679688,105.27129356538089,0.2175483031091536,29,31,4,4,1
15.505080938339233,0.20949081170760706,0.05197760400831268,1.0463454723358154,104.87434387207031,105.26087184089224,0.19747258579932406,30,29,3,3,1
16.5430109500885,0.22843947384480504,0.046965401361854606,1.042216181755066,104.8778076171875,105.30986546146282,0.17787288455446895,29,28,3,3,1
17.57536506652832,0.2467045629796099,0.04201506720379117,1.039445400238037,105.39163970947266,105.32718287856035,0.15894891280978138,28,28,3,3,1
18.612656831741333,0.2672599299117415,0.03656506867791983,1.0373324155807495,102.02245330810547,20.064089817785494,0.386917142954562,9,65,2,2,2
19.646925926208496,0.29179808041876937,0.032492188329931754,1.0374374389648438,99.35038757324219,16.40552200159782,0.3831052688747383,9,65,2,2,2
20.675808906555176,0.31631130131822033,0.029641065377327348,1.0393340587615967,86.54224395751953,12.733078606755614,0.37969664041427975,9,65,3,3,2
21.719156980514526,0.3376903391392314,0.040718568052156685,1.0462980270385742,40.538047790527344,9.838860741726446,0.364644540860105,12,61,3,3,2
22.747607946395874,0.34455611005477454,0.06303896116263222,1.0486645698547363,0.5254857540130615,9.34377874930152,0.34149197154049815,42,28,3,3,2
23.815632820129395,0.3421433491052554,0.0869091573371813,1.0418907403945923,-8.095233917236328,10.469688892145738,0.3183916892949159,49,19,3,3,2
24.859179973602295,0.34205368771846684,0.10968493506055724,1.0241891145706177,7.8719987869262695,11.28778486962843,0.29604157146897775,36,31,1,1,2
25.897529125213623,0.34759805947854,0.13122851491214704,1.0102059841156006,17.772621154785156,11.032463560340576,0.27383220147883375,27,38,0,0,2
26.938117027282715,0.3537490335121378,0.15204392699573716,1.005666732788086,14.036677360534668,10.565893986243102,0.25223276163249825,29,34,0,0,2
27.97724199295044,0.35769186479580445,0.17277267709813357,1.0084946155548096,8.789016723632812,10.547295463104469,0.23113250437272032,32,29,0,0,2
29.01669692993164,0.3606946214307537,0.19298984202908803,1.0141831636428833,8.872495651245117,10.750874125626044,0.21070860990385207,31,28,1,1,2
30.047623872756958,0.3641585403931452,0.2124850015255143,1.017771601676941,10.982158660888672,10.820948940627632,0.19090962490046484,29,29,1,1,2
31.0829119682312,0.3680055205874418,0.23137498328999634,1.0186406373977661,11.680523872375488,10.743447099502221,0.1716334552857619,28,29,1,1,2
32.11936092376709,0.3717145712179906,0.24980416107284728,1.01795494556427,10.981440544128418,10.665237465514684,0.15283604127434516,27,28,1,1,2
33.15215992927551,0.37476590654374503,0.2724534513743214,1.0161610841751099,0.82728111743927,-71.20468200387846,0.3958757466350744,9,65,1,1,3
34.183692932128906,0.3665336263405267,0.2952864607395036,1.011948823928833,-39.042945861816406,-74.05610047105607,0.3811978810838229,9,65,0,0,3
35.21695399284363,0.3448003024452621,0.3050014915635036,0.998096227645874,-84.12783813476562,-74.59618787830382,0.3576478228250569,43,28,0,0,3
36.25703501701355,0.320914485562998,0.3047340535829348,0.977245569229126,-90.24775695800781,-73.46607138319287,0.3347561912659761,48,21,-1,-1,3
37.29790687561035,0.2980407605338978,0.3081269981257582,0.9560006856918335,-74.23955535888672,-72.8677455952299,0.3118796938131892,35,33,-3,-3,3
38.33539605140686,0.2769321216670122,0.31641796819266726,0.9421923160552979,-66.31636810302734,-73.20544297584527,0.28927038571557034,28,39,-4,-4,3
39.37300086021423,0.2564294721921776,0.3245223214136865,0.9381569623947144,-71.22664642333984,-73.59868798011762,0.26730685395914866,30,34,-4,-4,3
40.40835499763489,0.23582027707389885,0.3303997610723321,0.9404129385948181,-75.7605209350586,-73.55650765964434,0.24587679097059748,33,30,-4,-4,3
41.44428896903992,0.2156200462656433,0.3355192313573504,0.9454530477523804,-75.15339660644531,-73.35080457774056,0.2250550463249937,32,29,-4,-4,3
42.49257183074951,0.19588662017216993,0.3412268090489681,0.952921986579895,-72.901123046875,-73.29882239640874,0.20451370598823548,29,30,-3,-3,3
43.54239296913147,0.17682072449248387,0.34725016574977263,0.9591460227966309,-72.4488754272461,-73.38890457718107,0.18452130940212125,28,30,-3,-3,3
44.580512046813965,0.158436604219228,0.3528835781889067,0.9631690979003906,-73.43579864501953,-73.43839411988246,0.1652940251817989,28,28,-2,-2,3
45.62486386299133,0.1403516413333078,0.3581558230364111,0.9640308618545532,-73.8614501953125,-158.60112202307826,0.3846741176630454,9,65,-2,-2,0
46.659175872802734,0.11594855031625423,0.36202480226620914,0.9602029323577881,-93.89494323730469,-162.24088506572758,0.38013947937083403,9,65,-3,-3,0
47.692384004592896,0.09461139610707828,0.35126125475042513,0.9561628103256226,-137.14707946777344,-164.92526746254123,0.36377985837890137,14,58,-3,-3,0
48.73212695121765,0.08769215454883185,0.3287041696555197,0.9584931135177612,-178.18927001953125,-165.06244634579667,0.34020044843935887,46,25,-3,-3,0
49.76848292350769,0.08823343238237275,0.3053084847421938,0.9737652540206909,-178.45205688476562,-163.88083077351277,0.31780246922506616,46,23,-2,-2,0
50.806817054748535,0.08388381268064873,0.2829349190402599,0.9919352531433105,-161.56495666503906,-163.48609940269313,0.2951078827177624,32,35,0,0,0
51.84771776199341,0.07555229661862782,0.262337347171687,1.0003676414489746,-157.2498016357422,-163.93377277953113,0.2730000608890543,27,38,0,0,0
52.885095834732056,0.06827046638791694,0.242073656500106,1.0005345344543457,-162.95909118652344,-164.25029941085336,0.2515164244182773,31,33,0,0,0
53.91424512863159,0.06302730968128777,0.22184190309783863,0.9970180988311768,-166.62637329101562,-164.13966781861077,0.2306214901862612,33,29,0,0,0
54.947936058044434,0.058130009066193616,0.2020101520251883,0.9926285743713379,-165.30853271484375,-163.94641128819416,0.2102075152683068,31,29,0,0,0
55.97349500656128,0.052737411453138844,0.183066955176673,0.9868952035903931,-163.31036376953125,-163.92951636888498,0.1905117966017739,29,30,-1,-1,0
57.017565965652466,0.04707643554845323,0.16435951260170087,0.982984185218811,-163.359130859375,-164.01704014724717,0.17096853560411734,28,29,-1,-1,0
58.046956062316895,0.041805946072383755,0.1462789409880039,0.9820159673690796,-164.0262908935547,-164.05027209036467,0.15213568188817175,28,28,-1,-1,0
59.079813718795776,0.03668419985971039,0.12400806041052809,0.9832614064216614,-174.23416137695312,108.84595642623098,0.3838963006833487,9,65,-1,-1,1
60.10941004753113,0.042886715091568,0.10073471285789302,0.9897689819335938,145.13323974609375,105.75272716185755,0.3710490272627771,8,64,0,0,1
61.15095496177673,0.0637815208198027,0.08983080970002526,1.0089432001113892,97.6119384765625,104.95886591808366,0.3480121263887322,41,30,0,0,1
62.173462867736816,0.08701624071748841,0.09021743545685927,1.0375163555145264,88.23706817626953,106.07960400608941,0.32572690898208845,49,20,3,3,1
63.21038198471069,0.10985346476132249,0.08774140697419398,1.0626591444015503,104.25408935546875,106.82551466173827,0.3031230219050019,36,32,5,5,1
64.24380683898926,0.13076449109247754,0.079964576403933,1.0733946561813354,113.37863159179688,106.54173832414945,0.28085956052118477,27,38,5,5,1
65.2822368144989,0.1510061811395248,0.07188281049932263,1.0709218978881836,109.16969299316406,106.10306668144206,0.25916222771847885,29,34,5,5,1
66.32689571380615,0.17149350718457662,0.06599963794907335,1.0605425834655762,104.11518859863281,106.11032890826907,0.23784694546748736,33,29,4,4,1
67.3670027256012,0.19170658449778405,0.06098873787207641,1.0481048822402954,104.45149230957031,106.32013863750883,0.21703864422910413,32,29,3,3,1
68.40876293182373,0.2111007860061448,0.055554074143447575,1.0393486022949219,106.61083221435547,106.38827900126721,0.19689887811115628,29,30,3,3,1
69.43999576568604,0.2297783238170753,0.04982384109345692,1.0353485345840454,107.09245300292969,106.31473996281443,0.17736356498399136,28,29,2,2,1
70.48320198059082,0.24815556590292417,0.044300917910685585,1.0372562408447266,106.40721130371094,106.26471072799474,0.15817491423734203,28,28,2,2,1
71.52088499069214,0.2686215628834779,0.03858782801618541,1.0412566661834717,102.70895385742188,19.97692154995248,0.38455045416334943,9,65,3,3,2
72.55802392959595,0.2929960331247453,0.04072176440907327,1.0484994649887085,65.4320297241211,16.5851293470385,0.37487424490936966,8,64,3,3,2
73.59250402450562,0.3079740964137272,0.05881125119457678,1.054560661315918,17.553743362426758,15.094695548236535,0.3533815632461323,34,38,4,4,2
74.6141197681427,0.30924534181560664,0.08210870908490332,1.0471346378326416,-2.4042274951934814,15.933493355927325,0.33059231815308826,49,20,3,3,2
75.65268087387085,0.31050742257504205,0.10516992448771285,1.0291653871536255,10.247123718261719,16.885116760090177,0.3081131202022125,39,29,2,2,2
76.69763493537903,0.31749454405156086,0.12667474707617934,1.0147992372512817,22.478910446166992,16.796867892280897,0.28550629440895064,28,37,1,1,2
77.72588586807251,0.32587812787031023,0.14667519628693695,1.0093154907226562,21.114337921142578,16.30927473503259,0.26394603256020355,28,36,0,0,2
78.7533278465271,0.33228725396525033,0.1668075277333594,1.0132962465286255,15.249041557312012,16.191858756458608,0.24282451502555186,32,30,1,1,2
79.79773306846619,0.33742790235536085,0.18714290637506986,1.0189433097839355,14.233187675476074,16.381381817614624,0.22186349341453754,32,29,1,1,2
80.83368182182312,0.3427801869566409,0.2066234314825929,1.0224741697311401,16.365339279174805,16.483400115791184,0.20166458354476727,30,29,1,1,2
81.86897301673889,0.34856521542890884,0.22547409699358772,1.0247626304626465,17.24988555908203,16.420849706156204,0.18194732172823594,28,29,1,1,2
82.90332388877869,0.35412106519420883,0.24374146726233192,1.0252790451049805,16.5848331451416,16.362721495630463,0.16285455385786093,28,28,2,2,2
83.93691110610962,0.35971893309327135,0.26291313431759944,1.0226616859436035,16.021465301513672,-69.13843717576302,0.3849552176141869,9,65,1,1,3
84.9726710319519,0.3613684939495503,0.28748522283141503,1.021629810333252,-11.588768005371094,-72.70563327109821,0.3784795417201074,9,65,1,1,3
86.00611090660095,0.3466227823612202,0.30609367701633183,1.014801263809204,-59.936378479003906,-74.84141682131329,0.3591180178550595,24,48,1,1,3
87.04101300239563,0.3233027666739221,0.30977869429795263,0.9961732029914856,-91.57120513916016,-74.40763663479507,0.335655422928924,49,21,0,0,3
88.0814299583435,0.2999742560391992,0.30991952344744006,0.9707603454589844,-83.27090454101562,-73.28530164514576,0.313207673185392,42,26,-2,-2,3
89.12002778053284,0.2781881643043404,0.3162375018838949,0.9495561122894287,-67.79246520996094,-73.2429439551874,0.29052506062243444,29,37,-4,-4,3
90.15260291099548,0.257999387980866,0.3249219128710224,0.9394445419311523,-67.9106674194336,-73.77494982124142,0.2687013274352172,28,37,-4,-4,3
91.18278694152832,0.23773820444831414,0.33165405683535887,0.9383652806282043,-74.5733642578125,-73.96090050361705,0.24736738225031363,32,31,-4,-4,3
92.21806406974792,0.21745699852016037,0.33667446218269076,0.9424201846122742,-76.41323852539062,-73.76393984562404,0.22648988927819383,33,28,-4,-4,3
